../input/youtube-8m-challenge-img/img/C3eT_2698B.mp4.tiff 0
../input/youtube-8m-challenge-img/img/O5V7_5190A.mp4.tiff 0
../input/youtube-8m-challenge-img/img/Lr06_5349B.mp4.tiff 0
../input/youtube-8m-challenge-img/img/pEKN_6198B.mp4.tiff 0
../input/youtube-8m-challenge-img/img/zb9e_3611A.mp4.tiff 0
../input/youtube-8m-challenge-img/img/DoTT_6172B.mp4.tiff 0
../input/youtube-8m-challenge-img/img/9ggF_1198.mp4.tiff 0
../input/youtube-8m-challenge-img/img/vLLc_3792B.mp4.tiff 0
../input/youtube-8m-challenge-img/img/LGir_4599B.mp4.tiff 0
../input/youtube-8m-challenge-img/img/Vtxq_3734A.mp4.tiff 0
../input/youtube-8m-challenge-img/img/Dnzi_6262B.mp4.tiff 0
../input/youtube-8m-challenge-img/img/15jU_5881A.mp4.tiff 0
../input/youtube-8m-challenge-img/img/7kOu_1241.mp4.tiff 0
../input/youtube-8m-challenge-img/img/qIOV_3033A.mp4.tiff 0
../input/youtube-8m-challenge-img/img/9tIR_5203B.mp4.tiff 0
../input/youtube-8m-challenge-img/img/TSy3_2034A.mp4.tiff 0
../input/youtube-8m-challenge-img/img/dhtU_1839B.mp4.tiff 0
../input/youtube-8m-challenge-img/img/mR9K_5697A.mp4.tiff 0
../input/youtube-8m-challenge-img/img/BKAE_2482B.mp4.tiff 0
../input/youtube-8m-challenge-img/img/ZhiR_873.mp4.tiff 0
../input/youtube-8m-challenge-img/img/Lhiw_2874A.mp4.tiff 0
../input/youtube-8m-challenge-img/img/kadB_5020B.mp4.tiff 0
../input/youtube-8m-challenge-img/img/WnK9_4974A.mp4.tiff 0
../input/youtube-8m-challenge-img/img/0HnL_2930A.mp4.tiff 0
../input/youtube-8m-challenge-img/img/H3OV_3025B.mp4.tiff 0
../input/youtube-8m-challenge-img/img/YUjW_5982A.mp4.tiff 0
../input/youtube-8m-challenge-img/img/UZrF_814.mp4.tiff 0
../input/youtube-8m-challenge-img/img/eD0W_4509B.mp4.tiff 0
../input/youtube-8m-challenge-img/img/uEDf_4853B.mp4.tiff 0
../input/youtube-8m-challenge-img/img/Do2P_1332.mp4.tiff 0
../input/youtube-8m-challenge-img/img/ybSy_1147.mp4.tiff 0
../input/youtube-8m-challenge-img/img/tTgR_5409A.mp4.tiff 0
../input/youtube-8m-challenge-img/img/4iPp_3359B.mp4.tiff 0
