video_id,yt_url,label,in/out,segment_start,segment_end
dKIP,https://www.youtube.com/watch?v=jErWz0bz6f4,571,'out'
X2tA,https://www.youtube.com/watch?v=DzHfZvLSnzc,313,'out'
FuLE,https://www.youtube.com/watch?v=_YCNtI-guCg,248,'out'
Oair,https://www.youtube.com/watch?v=pKQU5CikBMM,380,'in',120,125
8gtY,https://www.youtube.com/watch?v=OiC18hJwD1g,291,'out'
1lzi,https://www.youtube.com/watch?v=QjAz5gvF5Zk,88,'out'
g5X5,https://www.youtube.com/watch?v=pVDQx-GMxdE,1226,'out'
Qn8B,https://www.youtube.com/watch?v=kyR5KGd2gFE,248,'out'
3S2m,https://www.youtube.com/watch?v=Cse12peiqhc,276,'out',50,55
pazu,https://www.youtube.com/watch?v=BBl2EP2mNBE,88,'out'
IRfQ,https://www.youtube.com/watch?v=2c8OMswcG6Y,248,'out',235,240
7kOu,https://www.youtube.com/watch?v=jo8hQZKtC3Q,666,'out',105,110
BakW,https://www.youtube.com/watch?v=kluRTgtI3So,184,'in'
ybSy,https://www.youtube.com/watch?v=ve9Dfqhu9NM,276,'out',140,145
bqTT,https://www.youtube.com/watch?v=MG8zYmzSV2w,571,'out'
xMhS,https://www.youtube.com/watch?v=-NtQslRYxDw,88,'out'
uEBT,https://www.youtube.com/watch?v=Q_Ho6GzcBAs,419,'out',85,90
T7V5,https://www.youtube.com/watch?v=tjb4N83YG5k,291,'out'
hCUC,https://www.youtube.com/watch?v=loK7nR0jZiw,313,'out'
pzWx,https://www.youtube.com/watch?v=jPl5vecp6Ic,88,'out'
ke2J,,291,'out'
6dzN,,291,'out'
iqus,https://www.youtube.com/watch?v=FnwemuWY0U8,88,'out'
Q9e4,https://www.youtube.com/watch?v=0tpK19N-d0U,497,'in'
eI7a,https://www.youtube.com/watch?v=gYEcDX_tyz0,291,'out'
ymEb,https://www.youtube.com/watch?v=yP1ptsxksyk,419,'out'
AGA7,https://www.youtube.com/watch?v=I76cZQmSfeo,184,'in',230,235
y127,https://www.youtube.com/watch?v=JOfI29O6EOE,313,'out',80,85
fYGP,https://www.youtube.com/watch?v=-7Xum_bQR_U,161,'in'
7ZOR,https://www.youtube.com/watch?v=-eQxv4bZELM,184,'in',40,45
Zdrn,https://www.youtube.com/watch?v=6hjr639yEi4,88,'out',115,120
0qK5,https://www.youtube.com/watch?v=uTfNstaM38Q,88,'out'
huKF,https://www.youtube.com/watch?v=G8Q9Rw6sRVA,276,'out'
3bB3,https://www.youtube.com/watch?v=vIvWCfw2wQ0,276,'out'
tHqb,https://www.youtube.com/watch?v=1qmFOBEjDYI,380,'in',50,55
tLRQ,https://www.youtube.com/watch?v=FMq-JW6UFVE,161,'in'
UedB,https://www.youtube.com/watch?v=v19hbLDLmHk,276,'out'
NI1C,https://www.youtube.com/watch?v=rLEpMVVQFu8,380,'in'
04Dc,https://www.youtube.com/watch?v=5gR0fabldoc,419,'out',70,75
kDdB,https://www.youtube.com/watch?v=GJTkryP2W4Y,161,'in'
0z4K,https://www.youtube.com/watch?v=E1YsTnvQWJE,666,'out'
Ewc4,https://www.youtube.com/watch?v=UiG9PMJakSo,276,'out'
ky8p,,88,'out'
U6gU,https://www.youtube.com/watch?v=f9wExBYdoko,1226,'out'
mem3,https://www.youtube.com/watch?v=pw_8lOqIdEM,307,'in',85,90
H9yh,https://www.youtube.com/watch?v=qUAroySm2gU,276,'out'
8C5r,https://www.youtube.com/watch?v=moKX5M3UERs,497,'in'
ajOp,https://www.youtube.com/watch?v=Gg6hVoftYco,161,'in'
P0xx,https://www.youtube.com/watch?v=B9ZWc6OucQM,291,'out'
K8EE,,184,'in',150,155
NFx4,https://www.youtube.com/watch?v=I2xicTAOjp8,161,'in'
eLCp,https://www.youtube.com/watch?v=ozGJ7bkS8ys,88,'out'
ISes,https://www.youtube.com/watch?v=8_UPHGXTMxU,88,'out'
RJzv,https://www.youtube.com/watch?v=l3K01Lj7mr0,291,'out'
gJes,https://www.youtube.com/watch?v=YCpJiJCRL3Y,184,'in'
3lj2,https://www.youtube.com/watch?v=OnsQ3AMGHwU,248,'out'
QoBw,https://www.youtube.com/watch?v=HHgbrfvR7UQ,184,'in'
rqT7,https://www.youtube.com/watch?v=ozcH6ar9eW0,184,'in'
14nW,https://www.youtube.com/watch?v=SXs-8Cgoncs,161,'in'
ccmC,https://www.youtube.com/watch?v=KG0O5uqkbvE,1245,'in',45,50
IwIl,https://www.youtube.com/watch?v=W4CHkjSjJSk,291,'out'
IeUa,https://www.youtube.com/watch?v=E9F4v10SjNU,88,'out'
wHCe,https://www.youtube.com/watch?v=dmgdYF_H4Tg,380,'in'
X7uD,https://www.youtube.com/watch?v=WLCDbDT5D1Y,88,'out'
Vy3O,https://www.youtube.com/watch?v=ekumIdpiFm0,313,'out'
gDd6,https://www.youtube.com/watch?v=MqXFzYXpi0I,380,'in',50,55
e1dL,https://www.youtube.com/watch?v=Vz5yE2oXt1c,307,'in'
qhXy,https://www.youtube.com/watch?v=OVcwdqtxDMU,184,'in'
fbUA,https://www.youtube.com/watch?v=yxI0LoNOOA8,307,'in'
0Oo2,https://www.youtube.com/watch?v=7nuj08pNzTc,571,'out',110,115
6B0W,https://www.youtube.com/watch?v=MPwI18oPFyg,248,'out'
dO10,https://www.youtube.com/watch?v=7hFPr-ufOrk,666,'out'
